,region,category,parameter,mode,powertrain,year,unit,value,price,range_km,charging_time,sales_volume,co2_saved,battery_capacity,energy_efficiency,weight_kg,number_of_seats,motor_power,distance_traveled
375,Belgium,Historical,EV sales,Trucks,BEV,2018,Vehicles,1,55080.79046195685,450,3.82,4156,748.08,44.58258288197159,48.89,1467,6,143,50175.18468339388
376,Belgium,Historical,EV charging points,EV,Publicly available fast,2018,charging points,240,61502,167,9.42,2053.077836810872,82.16,38,227.54,1759,3,178,23309
377,Belgium,Historical,EV charging points,EV,Publicly available slow,2018,charging points,2700,37076,415,3.12,1926,319.72,74,178.31,1051,3,223,405
378,Belgium,Historical,EV sales share,Buses,EV,2018,percent,1.39999997615814,77795,123,3.71,2979.312541073483,194.44,54,439.02,1796,7,153,52974
379,Belgium,Historical,EV stock share,Buses,EV,2018,percent,1.10000002384186,55416,531,1.79,3924,833.46,55.37813738744136,71.56,1457,5,86,36376
380,Belgium,Historical,EV sales share,Vans,EV,2018,percent,0.340000003576279,55082.82241464102,456.86767522865335,8.48,3830.3143896820393,670.05,65,158.95479839189275,2174,4.4955448965944855,190,7960
381,Belgium,Historical,EV stock share,Vans,EV,2018,percent,0.129999995231628,58472,302,4.27,2991,361.31,71,235.1,2216,5,238,42436
382,Belgium,Historical,EV stock share,Cars,EV,2018,percent,0.740000009536743,46586,267,3.43,378,40.37,23,86.14,2044,6,206,50175.33560343918
383,Belgium,Historical,EV sales share,Trucks,EV,2018,percent,0.008799999952316,50302,465,6.442759407712208,4765,886.29,43,92.47,1748.9628725688112,6,187.16909585211363,75218
384,Belgium,Historical,EV stock share,Trucks,EV,2018,percent,0.012000000104308,73593,217.58198188258694,6.386356178144609,1398,109.6,87,443.88,1775,3,76,54992
385,Belgium,Historical,EV stock share,Trucks,EV,2019,percent,0.012000000104308,44924,558,11.58,3507,782.76,24,43.01,1121,5,194,43620
386,Belgium,Historical,EV stock share,Cars,EV,2019,percent,1,35601,586,11.18,5889.418816642136,1130.28,69,117.75,1744.495902808367,4,209,867
387,Belgium,Historical,EV sales share,Vans,EV,2019,percent,0.490000009536743,30469,595,10.55,402,95.68,35,-65.92286895575094,2042,4.562565283575111,291,30514
388,Belgium,Historical,EV stock share,Buses,EV,2019,percent,1.39999997615814,53517,207,6.442812851832058,2726,225.71,38,183.57,2176,6,125,18091
389,Belgium,Historical,EV sales share,Buses,EV,2019,percent,3.70000004768372,66693,211,2.05,2908,245.44,25,118.48,2018,5,185.98312424929475,79517
390,Belgium,Historical,EV charging points,EV,Publicly available fast,2019,charging points,360,78569,276,9.28,2567.5995115817386,276.33,34.30395965376735,86.96,2135,4,179,50174.86862508244
391,Belgium,Historical,EV charging points,EV,Publicly available slow,2019,charging points,6100,51351,390,7.61,2674,417.14,84,215.38,1748.4536708012806,3,195,50175.15388502739
392,Belgium,Historical,EV stock,Trucks,BEV,2019,Vehicles,17,55078.77024723091,221,5.68,2495.774953662344,209.36523400935823,35,158.37,1571,7,165,89659
393,Belgium,Historical,EV sales,Cars,PHEV,2019,Vehicles,8900,55080.76560999294,386,9.49,2725,420.74,91,235.75,1964,3,203,50175.05809164724
394,Belgium,Historical,EV stock,Cars,PHEV,2019,Vehicles,41000,44147,401.1872331767571,3.51,2881,432.15,88,234.67,2361,7,299,40482
395,Belgium,Historical,EV stock,Cars,FCEV,2019,Vehicles,41,76023,584.9322801138679,6.398463677991957,4064.5726399898745,846.99,75,125.21,2425,4.527122166514779,266,75805
396,Belgium,Historical,EV sales share,Cars,EV,2019,percent,3.20000004768372,60368,390,6.95,1828,285.17,58,179.398422286328,1028,4,231,11187
397,Belgium,Historical,EV stock share,Vans,EV,2019,percent,0.170000001788139,55081.35018239436,156,5.07,1878,56.11065863874353,37,237.18,2326,4,78,37154
398,Belgium,Historical,EV sales,Buses,BEV,2019,Vehicles,37,59999,315.26329876059424,6.494620619312809,3592,337.65,20,85.11,2122,6,280,18367
399,Belgium,Historical,EV stock,Cars,BEV,2019,Vehicles,19000,67178,485,7.83,2546.558405192978,498.8172131866161,72.88939489981075,161.30355031667474,2064,4,248,75611
400,Belgium,Historical,EV sales,Cars,FCEV,2019,Vehicles,12,74882,382,8.32,945,144.4,42,121.49297043499024,1752.4917114922869,5,247,81307
401,Belgium,Historical,EV stock,Vans,PHEV,2019,Vehicles,13,55080.72825720273,235.54089256167595,11.7,1726.554156764957,108.35,29,181.25,2135,2,125,50175.20643859091
402,Belgium,Historical,EV sales,Cars,BEV,2019,Vehicles,8800,70479,396,5.69,2944,455.2564477152184,91,229.8,1511,5,249,65917
403,Belgium,Historical,EV stock,Vans,BEV,2019,Vehicles,1400,58194,162,6.31,4203,371.289148156627,24,148.15,1316,6,165,15110
404,Belgium,Historical,EV stock,Buses,PHEV,2019,Vehicles,160,52252,308,8.97,2518,310.22,75,243.51,1940,4.50528238101677,186.93221787948622,30193
405,Belgium,Historical,EV sales,Vans,BEV,2019,Vehicles,400,55080.67571826281,124,11.79,1108,54.96,95,766.13,1999,6,139,50175.20600895872
406,Belgium,Historical,EV stock,Buses,BEV,2019,Vehicles,59,55083.20952288376,351,6.446028454291184,4293,602.74,60.22640067969415,219.2187945497901,1054,2,186.78128431810228,1460
407,Belgium,Historical,EV stock,Buses,FCEV,2019,Vehicles,1,67925,181,10.88,869,62.92,71,392.27,1864,6,194,44338
408,Belgium,Historical,EV sales,Buses,PHEV,2019,Vehicles,11,38032,385,6.506772528292692,2517.6831504497677,382.65356259188604,62,161.04,1759,4.520035947669907,276,12041
409,Belgium,Historical,EV sales,Buses,PHEV,2020,Vehicles,43,76543,345,9.88,3527,486.73,62,179.71,2127,7,229,68192
410,Belgium,Historical,EV stock,Buses,FCEV,2020,Vehicles,2,71792,328,6.51,896.1701096386996,67.57,36,109.76,1392,4.512072596589337,163,50174.981916220124
411,Belgium,Historical,EV stock,Buses,BEV,2020,Vehicles,75,40923,298,5.81,4304,533.9744086791959,49,164.43,1755,4.478598959572414,129,8212
412,Belgium,Historical,EV sales,Vans,BEV,2020,Vehicles,470,33487,185,11.59,4221,312.35,69,372.97,1380,7,80,88398
413,Belgium,Historical,EV stock,Buses,PHEV,2020,Vehicles,200,55080.800549464875,431,3.32,4385,755.97,21,9.952232589700799,1748.6797754875156,2,225,50175.179785554414
414,Belgium,Historical,EV stock,Vans,BEV,2020,Vehicles,1800,52939,402,6.48,216.9643413101512,41.49,55,150.28724652999293,1694,5,102,50175.22058488339
415,Belgium,Historical,EV sales,Vans,PHEV,2020,Vehicles,26,55082.02433854588,368,4.38,4668,687.13,50.88798372531299,144.02,1747.7798392997715,3,294,25683
416,Belgium,Historical,EV sales,Cars,BEV,2020,Vehicles,15000,53596,537,3.09,3747,804.86,38,70.76,2401,3,283,16404
417,Belgium,Historical,EV stock,Vans,PHEV,2020,Vehicles,50,50509,116,4.92,2516.549828507782,117.01593714052069,51,439.66,1923,2,143,68274
418,Belgium,Historical,EV sales,Cars,FCEV,2020,Vehicles,4,53446,372,7.95,2287.303134328898,331.23,45,120.97,1051,6,243,44186
419,Belgium,Historical,EV stock,Cars,BEV,2020,Vehicles,32000,41879,350.57944130722194,1.56,1553,179.53,24,83.04,1747.4857786460686,4.5559693762812925,257,50174.888381820965
420,Belgium,Historical,EV sales,Buses,BEV,2020,Vehicles,12,70297,331,6.437106749865623,320,42.37,21,63.44,1203,4,206,39053
421,Belgium,Historical,EV stock share,Vans,EV,2020,percent,0.219999998807907,46177,355,6.483142747179158,2619,371.9,79,222.54,1749.4403182601711,5,141,94717
422,Belgium,Historical,EV sales share,Cars,EV,2020,percent,11,79380,401,1.51,1061,170.18,49,122.19,1866,4.526576629334454,86,31332
423,Belgium,Historical,EV stock,Cars,FCEV,2020,Vehicles,64,33278,143,6.554029228580749,3406,194.82,29,202.8,1887,6,226,28771
424,Belgium,Historical,EV stock,Cars,PHEV,2020,Vehicles,73000,43347,271.7618029976592,6.473151048458267,4729,569.6355052821089,51.51227675308003,205.36,2092,6,105,65783
425,Belgium,Historical,EV sales,Cars,PHEV,2020,Vehicles,32000,61312,434,7.44,866,150.34,75,172.81,1750.1571700683533,4.551109538644827,295,59929
426,Belgium,Historical,EV stock,Trucks,BEV,2020,Vehicles,19,54375,592,6.48953247601527,1200,284.16,93,157.09,2359,4.566132934586427,270,78451
427,Belgium,Historical,EV sales,Trucks,BEV,2020,Vehicles,6,47898,337,4.32,2739,369.22,64,189.91,2013,4.511030541314006,187.2390757433536,16233
428,Belgium,Historical,EV charging points,EV,Publicly available fast,2020,charging points,480,74651,332.0667874767588,5.16,2713,375.48,50,192.52829205831137,1036,4,254,74698
429,Belgium,Historical,EV charging points,EV,Publicly available slow,2020,charging points,8000,40358,546,6.509437586037998,1694,369.97,60,72.4294796534283,1193,3,187.69985752379824,88097
430,Belgium,Historical,EV sales share,Buses,EV,2020,percent,7,52746,220,10.81,380,33.44,62,281.82,2001,6,186.77641457172618,857
431,Belgium,Historical,EV stock share,Buses,EV,2020,percent,1.79999995231628,42935,291,6.94,4820,593.008703370783,35,120.27,1123,6,201,2669
432,Belgium,Historical,EV sales share,Vans,EV,2020,percent,0.699999988079071,47164,356,7.3,1837,271.04329471205233,92,337.044036187318,2400,3,216,91293
433,Belgium,Historical,EV stock share,Cars,EV,2020,percent,1.79999995231628,64845,147,4.38,2661,156.47,39.25720178250146,204.08,1748.2568703673376,5,131,110
434,Belgium,Historical,EV sales share,Trucks,EV,2020,percent,0.079000003635883,53769,528,3.24,4953,878.5307440125832,40,75.76,1422,3,163,80308
435,Belgium,Historical,EV stock share,Trucks,EV,2020,percent,0.013000000268221,77708,160,5.74,4633,459.03176650306773,83,518.75,2375,4.446730257708827,99,52690
436,Belgium,Historical,EV stock share,Trucks,EV,2021,percent,0.016000000759959,62894,263,9.14,2732.6394375755817,290.04,99,376.43,1360,6,118,65147
437,Belgium,Historical,EV sales share,Trucks,EV,2021,percent,0.059999998658896,45140,510,8.57,4931,1005.92,65,120.32880951256195,2147,4.452914348026497,187.53471477984357,56718
438,Belgium,Historical,EV stock share,Cars,EV,2021,percent,2.90000009536743,55080.72948789945,594,10.69,2133.153976557365,555.27,44,74.07,2392,4.531710849535369,153,50175.20271256661
439,Belgium,Historical,EV sales share,Vans,EV,2021,percent,0.879999995231628,55079.7336435342,442.3626904632687,3.86,1829,403.84,37,67.03,1409,5,186.6855860955615,69669
440,Belgium,Historical,EV stock share,Buses,EV,2021,percent,2.09999990463257,35771,496,10.35,3343,663.25,66,133.06,1351,4,286,8853
441,Belgium,Historical,EV sales share,Buses,EV,2021,percent,26,74698,537,1.45,3694,793.47,55,102.42,1037,4.442838628844552,204,50174.916475886246
442,Belgium,Historical,EV charging points,EV,Publicly available fast,2021,charging points,790,37158,116,9.17,4731,219.52,45.69457113798585,267.24,1312,4.474952644543799,286,36328
443,Belgium,Historical,EV charging points,EV,Publicly available slow,2021,charging points,12000,51021,472,8.33,1960,370.05,24,50.85,1249,3,100,97699
444,Belgium,Historical,EV sales,Trucks,BEV,2021,Vehicles,5,55082.48919858984,261,6.459449015168361,3575.53390395671,418.23,76,291.19,1218,2,186.69303538028907,14633
445,Belgium,Historical,EV stock,Trucks,BEV,2021,Vehicles,21,77565,564,5.53,4718,884.4374932139449,79,140.07,1304,2,89,30327
446,Belgium,Historical,EV sales,Cars,PHEV,2021,Vehicles,48000,64481,290.337009649958,2.3,419,87.49,32,155.6499433867933,1864,3,186.00069297057118,98575
447,Belgium,Historical,EV stock,Cars,PHEV,2021,Vehicles,120000,58842,-55.02363295581205,6.431074248832631,932,41.01,108.27585047730835,809.09,1876,4.458912928685209,229,33912
448,Belgium,Historical,EV stock,Cars,FCEV,2021,Vehicles,85,50682,390,6.434417539896442,2526.97936562536,395.3213098078602,48,140.73596228066052,1748.4252800804052,3,97,50902
449,Belgium,Historical,EV sales share,Cars,EV,2021,percent,18,32515,204,6.536755688449854,2887,235.58,67,352.4449073243937,1723,6,191,55866
450,Belgium,Historical,EV stock share,Vans,EV,2021,percent,0.300000011920929,65361,394,1.49,2628,414.17,23,39.47212200533133,1750.3166685767046,7,116,56725
451,Belgium,Historical,EV sales,Buses,BEV,2021,Vehicles,220,43875,556,8.49,2271,505.07,72,129.5,2405,2,187.51193893504447,50175.35326620633
452,Belgium,Historical,EV stock,Cars,BEV,2021,Vehicles,52000,70148,428.93396597950453,3.95,1600,306.21732731887516,73,179.36,1253,5,289,51756
453,Belgium,Historical,EV sales,Cars,FCEV,2021,Vehicles,21,55080.676417935996,465,9.93,4502,837.37,94,202.15,1748.7521493678246,2,265,52754
454,Belgium,Historical,EV stock,Vans,PHEV,2021,Vehicles,110,75023,169,7.13,1812.0294802218496,52.73,43,254.44,2401,2,122,50174.92858790493
455,Belgium,Historical,EV sales,Cars,BEV,2021,Vehicles,23000,61316,159,2.27,4988,317.24,49,308.18,1680,2,186.45477526990732,50174.73134073169
456,Belgium,Historical,EV sales,Vans,PHEV,2021,Vehicles,39,44384,359,7.88,2213.375632690485,308.88,23,64.07,1228,4.5031430010783735,187.45722494313088,50175.348922858444
457,Belgium,Historical,EV stock,Vans,FCEV,2021,Vehicles,1,47113,171,4.87,307,-152.89398178261342,20,116.96,2246,6,188,50175.32927953845
458,Belgium,Historical,EV stock,Vans,BEV,2021,Vehicles,2400,49017,196,2.4,3565,279.5,94,479.59,1440,2,88,49822
459,Belgium,Historical,EV stock,Buses,PHEV,2021,Vehicles,220,30818,424,6.5306328970650815,451,76.49,61,165.3349356335617,1747.1736535139225,4.53920842100832,188.31361310765234,73241
460,Belgium,Historical,EV sales,Vans,BEV,2021,Vehicles,640,79428,551,6.361611240839581,2569,566.21,54,98,2356,2,168,50174.85213917066
461,Belgium,Historical,EV stock,Buses,BEV,2021,Vehicles,100,55180,248,3.42,3403,337.58,57.21039009767237,262.1,1139,5,101,1363
462,Belgium,Historical,EV stock,Buses,FCEV,2021,Vehicles,3,76132,207,8.67,2633,218.01,33.58522679859373,125.6,1752.945340063377,7,200,95829
463,Belgium,Historical,EV sales,Buses,PHEV,2021,Vehicles,22,55078.2627021552,597,1.04,2291,547.09,56,93.8,2314,7,233,99737
464,Belgium,Historical,EV sales,Buses,PHEV,2022,Vehicles,25,34929,206,6.497933882145253,2804.0334139967463,247.78,29,205.11541389927018,2377,5,188.13478585355188,14106
465,Belgium,Historical,EV stock,Buses,FCEV,2022,Vehicles,6,63738,164,8.12,2327,152.65,34.73274846111022,164.63,1155,2,289,50175.08092515752
466,Belgium,Historical,EV stock,Buses,BEV,2022,Vehicles,150,55083.051710230044,578,6.372781484011964,2907,672.1,58,40.317868447510136,1848,2,109,3615
467,Belgium,Historical,EV sales,Vans,BEV,2022,Vehicles,1800,50050,348.4573252605005,2.36,2440,275.23,21,74.47,1761,4,286,7217
468,Belgium,Historical,EV stock,Buses,PHEV,2022,Vehicles,180,55080.185681631454,202,2.43,1775,143.42,68,359.26295258835313,1310,4.518978375244165,290,60509
469,Belgium,Historical,EV stock,Vans,BEV,2022,Vehicles,4100,78862,599,1.45,2905,696.04,71.0287465910773,131.89,1083,4.430351978631922,82,29405
470,Belgium,Historical,EV stock,Vans,FCEV,2022,Vehicles,1,57641,306,9.58,1896,213.0072216260212,48.76322975686712,173.2,1397,4.499175242189902,218,23426
471,Belgium,Historical,EV sales,Vans,PHEV,2022,Vehicles,98,74319,437,7.41,3530,617.04,33,46.884559484131046,2253,4.49166319533103,148,68337
472,Belgium,Historical,EV sales,Cars,BEV,2022,Vehicles,38000,57095,475,11.03,2220,421.8,69.76452944962341,206.32,1862,3,186.58964274624927,65239
473,Belgium,Historical,EV stock,Vans,PHEV,2022,Vehicles,240,48208,343.2837448759783,1.5,1218,191.96,58.75385521241237,217.73604667545368,1748.779721129785,4,84,64476
474,Belgium,Historical,EV sales,Cars,FCEV,2022,Vehicles,20,57655,161,6.502332427249692,4325,278.53,54,335.4,1748.621730807792,7,186.66679760004567,39827
475,Belgium,Historical,EV stock,Cars,BEV,2022,Vehicles,90000,78279,343,5.62,1078,147.9,77,224.49,2211,4,81,98900
476,Belgium,Historical,EV sales,Buses,BEV,2022,Vehicles,42,41286,133,6.456035438883052,602,32.03,38.47710454228986,300.2241208224966,2225,2,144,41934
477,Belgium,Historical,EV stock share,Vans,EV,2022,percent,0.509999990463257,79384,323,6.47,3852.0000129214977,531.01,25,77.4,1751.2768062323564,6,155,42267
478,Belgium,Historical,EV sales share,Cars,EV,2022,percent,26,46569,531,4.95,1344.5319967020873,358.96,23,43.31,1068,7,235,65332
479,Belgium,Historical,EV stock,Cars,FCEV,2022,Vehicles,80,52349,102,11.15,2614,106.65,90,882.35,1749.6772845086791,7,75,81355
480,Belgium,Historical,EV stock,Cars,PHEV,2022,Vehicles,180000,56268,570,3.83,4554.325981684921,905.39,59,103.51,1747.6647474682704,6,225,21296
481,Belgium,Historical,EV sales,Cars,PHEV,2022,Vehicles,59000,36011,490,10.14,3746,734.22,24,48.98,1607,4.474919480675525,102,95942
482,Belgium,Historical,EV stock,Trucks,BEV,2022,Vehicles,37,77993,494,11.68,1839,363.39,74,149.8,1194,6,127,50174.88708069273
483,Belgium,Historical,EV sales,Trucks,BEV,2022,Vehicles,31,39389,475,4.31,710.82387747538,196.46,88,185.26,2386,7,287,59147
484,Belgium,Historical,EV charging points,EV,Publicly available fast,2022,charging points,1100,64560,536,3.98,4700,1007.68,45,83.96,2015,5,255,26848
485,Belgium,Historical,EV charging points,EV,Publicly available slow,2022,charging points,23000,64379,469,8.05,4835,907.05,24,51.17,1759,7,196,50174.68954914633
486,Belgium,Historical,EV sales share,Buses,EV,2022,percent,11,47573,166,2.97,3092.4712934908985,248.34,50,301.2,1746.6088309233853,4.493468581315788,187.2391257007064,11530
487,Belgium,Historical,EV stock share,Buses,EV,2022,percent,2.20000004768372,39908,294,3.43,2581.445373571247,297.76,84,285.71,1746.679881107757,7,293,36922
488,Belgium,Historical,EV sales share,Vans,EV,2022,percent,3.40000009536743,42811,276,1.57,4019,471.8194622556714,66,239.13,1462,7,282,46028
489,Belgium,Historical,EV stock share,Cars,EV,2022,percent,4.59999990463257,53785,281,7.7,1505,169.16,47.71829958892381,181.49,2277,7,246,99769
490,Belgium,Historical,EV sales share,Trucks,EV,2022,percent,0.360000014305115,35195,494,2.64,3858,762.34,46.783854152250605,40.49,1752,5,101,39524
491,Belgium,Historical,EV stock share,Trucks,EV,2022,percent,0.028000000864267,72382,400.5911081003476,6.366163352738241,2219,350.6,88,222.78,2270,7,108,19100
492,Belgium,Historical,EV stock share,Trucks,EV,2023,percent,0.170000001788139,47710,420,6.469108004374345,2742,460.66,51,121.43,1536,7,187.24209134242534,50092
493,Belgium,Historical,EV sales share,Trucks,EV,2023,percent,1.70000004768372,73570,295,4.36,4467,527.11,62,263.6979919618934,1581,4.474430601538113,273,50174.9266726214
494,Belgium,Historical,EV stock share,Cars,EV,2023,percent,8.19999980926514,33004,507,5.7,1306,264.86,71,140.04,1746.5044330867663,3,183,50175.514993471625
495,Belgium,Historical,EV sales share,Vans,EV,2023,percent,4.59999990463257,63281,224,4.29,1843.1222879486068,107.7,83,370.54,1274,5,286,13307
496,Belgium,Historical,EV stock share,Buses,EV,2023,percent,6,32566,285,6.523259074978948,1046,73.38657936672394,50,175.44,2101,4.546654453390691,208,50175.52384378213
497,Belgium,Historical,EV sales share,Buses,EV,2023,percent,62,55229,455,6.433893763055327,3863,703.07,52,109.21906635837378,1749.1006076878891,4.462421670373441,179,59845
498,Belgium,Historical,EV charging points,EV,Publicly available fast,2023,charging points,2000,63369,418,2.48,2078,363.03925314347043,49.47782496691101,102.87,1751.2047568366038,3,88,86554
499,Belgium,Historical,EV charging points,EV,Publicly available slow,2023,charging points,42000,59640,477,7.32,2521.019336587243,483.49,94,197.06,2322,4,242,51059
500,Belgium,Historical,EV sales,Trucks,BEV,2023,Vehicles,160,32619,219,3.17,2110,184.84,45.708108970147535,210.05,2351,4.555845866745057,220,62312
501,Belgium,Historical,EV stock,Trucks,BEV,2023,Vehicles,210,60274,250,7.3,939,93.9,94,376,1219,7,282,83607
502,Belgium,Historical,EV sales,Trucks,PHEV,2023,Vehicles,8,74151,107,6.08,4619,197.69,118.03970844363161,757.01,1751.0942078482528,7,145,57047
503,Belgium,Historical,EV stock,Trucks,PHEV,2023,Vehicles,8,63602,529,1.83,1986,420.24,70,132.33,1381,4,83,18149
504,Belgium,Historical,EV sales,Cars,PHEV,2023,Vehicles,100000,65253,347,10.93,2758,382.81,85,244.96,1106,6,149,29256
505,Belgium,Historical,EV stock,Cars,PHEV,2023,Vehicles,280000,58965,250,4.38,4610,461,42,168,1775,6,280,50170.73565394685
506,Belgium,Historical,EV stock,Cars,FCEV,2023,Vehicles,99,38194,161,6.498870478298394,2858,193.94499252886806,44,273.29,1291,7,87,50175.428469420265
507,Belgium,Historical,EV sales share,Cars,EV,2023,percent,41,31123,233,7.43,2466,229.83,25,107.3,1860,3,165,50175.53080479431
508,Belgium,Historical,EV stock share,Vans,EV,2023,percent,0.889999985694885,61294,485.6778460792493,2.71,2550,579.36,98,263.46129511085485,1458,4,124,74469
509,Belgium,Historical,EV sales,Buses,BEV,2023,Vehicles,340,48521,539,4.85,390.64845758397905,213.66,80,148.42,1748.5085550700073,4,98,52990
510,Belgium,Historical,EV stock,Cars,BEV,2023,Vehicles,190000,59593,209,8.92,1958.9407285775956,118.63,85,413.1294045660122,2067,6,79,50172.162006959596
511,Belgium,Historical,EV sales,Cars,FCEV,2023,Vehicles,9,70764,565,9.13,450,297.61733747446374,91,161.06,1749.5457737519932,7,151,9813
512,Belgium,Historical,EV stock,Vans,PHEV,2023,Vehicles,190,55082.10015705865,345.23405457982994,6.470960111223688,442,29.35,53.460078308872596,180.72,1294,5,216,20853
513,Belgium,Historical,EV sales,Cars,BEV,2023,Vehicles,93000,55082.064619399935,434,6.4121719349168345,4356,695.0564990766491,86,246.48536333958842,1315,5,91,30824
514,Belgium,Historical,EV sales,Vans,PHEV,2023,Vehicles,24,32024,226,1.13,563,-49.63792256789725,90,398.23,1273,4,299,82451
515,Belgium,Historical,EV stock,Vans,BEV,2023,Vehicles,7500,55082.16832072498,226,9.31,3953,357.35,34,150.44,1747.7626772541632,6,180,22715
516,Belgium,Historical,EV stock,Buses,PHEV,2023,Vehicles,220,71425,289,9.78,2171.323520401936,228.66,57.22159860953469,235.29,1178,5,247,59245
517,Belgium,Historical,EV sales,Vans,BEV,2023,Vehicles,3100,39634,256,6.52063566949855,3173,324.92,36,140.62,1884,4.5222552024952485,215,50892
518,Belgium,Historical,EV stock,Buses,BEV,2023,Vehicles,670,70734,596,8.33,2331,555.71,78,130.87,1713,6,241,50174.973535371864
519,Belgium,Historical,EV sales,Buses,PHEV,2023,Vehicles,110,41874,342,1.97,3663,501.1,61.25873076847992,233.92,1747.241235757004,5,242,50175.37047305875
520,Brazil,Historical,EV sales,Cars,BEV,2010,Vehicles,10,59857,302,4.63,774,93.5,83,274.83,1211,3,294,50084
521,Brazil,Historical,EV sales share,Cars,EV,2010,percent,0.00034999998752,68573,583,4.87,2743.4489065906128,632.9,63.659356377405466,92.62,1751.0104230815282,7,94,66432
522,Brazil,Historical,EV sales share,Cars,EV,2011,percent,0.000280000007479,54010,380,6.99,370,56.24,24,63.16,1406,5,235,4996
523,Brazil,Historical,EV sales,Cars,BEV,2011,Vehicles,8,47259,179,10.32,2534.2252136398097,174.3111486531809,75,418.99,1746.4797238037315,4,206,7022
524,Brazil,Historical,EV sales,Cars,BEV,2012,Vehicles,22,55078.791940816394,480.4158112368809,4.84,995,278.16004052428923,88,171.21,2061,6,232,88048
525,Brazil,Historical,EV sales,Cars,PHEV,2012,Vehicles,18,55079.91870809795,275.47577752474973,3.46,1691,167.75,97,391.13,2436,6,80,65874
526,Brazil,Historical,EV sales share,Cars,EV,2012,percent,0.001300000003539,62008,489.3307394734755,10.43,2989,673.12,45,79.93,1566,7,165,93017
527,Brazil,Historical,EV sales share,Cars,EV,2013,percent,0.002400000113994,43007,194,6.501105456674043,1893,146.9,38.662542301566205,175.26,1747.1651961665339,5,207,37999
528,Brazil,Historical,EV sales share,Buses,EV,2013,percent,0.00760000012815,49551,231,1.38,493,-64.60441360931486,25,108.23,1082,4.497013299667695,98,45494
529,Brazil,Historical,EV sales share,Vans,EV,2013,percent,0.001399999950081,33620,569,3.38,1768,402.4,78,137.08,1054,4,115,53682
530,Brazil,Historical,EV sales,Cars,PHEV,2013,Vehicles,33,55079.843931811505,440,11.07,752,132.35,64,145.45,1888,7,83,66623
531,Brazil,Historical,EV sales,Cars,BEV,2013,Vehicles,39,67674,291,10.36,2707.852850016887,320.57,65.16569329888989,288.66,2077,4.504677837697276,185.87737901016436,35766
532,Brazil,Historical,EV sales,Buses,BEV,2013,Vehicles,5,67730,421,6.387135723435664,2409,405.68,21,49.88,1361,2,75,37301
533,Brazil,Historical,EV sales,Vans,BEV,2013,Vehicles,7,55079.83697259064,165,2.69,2596.156988333409,172.26,43,290.8649729392764,1749.5371551706978,2,219,68137
534,Brazil,Historical,EV sales,Vans,BEV,2014,Vehicles,13,68567,214,10.53,3457,295.92,39,182.24,1600,4,223,12628
535,Brazil,Historical,EV sales,Cars,BEV,2014,Vehicles,61,52878,275.50482461491123,7.09,3690,280.44,25,131.58,1748.9219263292073,4,290,61714
536,Brazil,Historical,EV stock,Cars,BEV,2014,Vehicles,61,46380,328.3872039944573,6.509623852127228,1018.2375981819268,83.08,73,148.68,2070,4.551849535142634,240,60266
537,Brazil,Historical,EV sales share,Vans,EV,2014,percent,0.002600000007078,32634,151,6.5085370421965445,4670,451.0721905058135,89,589.4,2019,3,188.40387965007542,10314
538,Brazil,Historical,EV sales share,Cars,EV,2014,percent,0.002199999988079,69681,462,1.67,143,26.43,78,168.83,2073,7,155,28816
539,Brazil,Historical,EV stock share,Cars,EV,2014,percent,0.000159999995958,67143,302.2876847192919,2.78,773,63.39,37,180.49,1365,7,153,680
540,Brazil,Historical,EV stock share,Cars,EV,2015,percent,0.000380000012228,59653,499,5.18,4209,840.12,53,106.21,1744,6,103,96049
541,Brazil,Historical,EV sales share,Cars,EV,2015,percent,0.004199999850243,32622,239,6.547143691094728,4094,391.39,71,297.07,1605,7,212,45383
542,Brazil,Historical,EV sales share,Vans,EV,2015,percent,0.00089999998454,55079.61044096714,239,11.28,160,-87.20468408160275,68,339.7019380975869,1535,4,167,70888
543,Brazil,Historical,EV stock share,Buses,EV,2015,percent,0.00079999997979,66718,376.17966156445596,4.67,1884,270.54,76,211.7,1183,3,96,66717
544,Brazil,Historical,EV stock,Cars,BEV,2015,Vehicles,120,56646,387,6.4096802248127815,345.85300005205954,47.68,20,26.447578441286538,2352,4,79,32488
545,Brazil,Historical,EV sales,Cars,BEV,2015,Vehicles,61,52462,295,9.35,1053,92.86009166153576,74,318.583604194595,1115,3,162,50175.24701186499
546,Brazil,Historical,EV sales,Cars,PHEV,2015,Vehicles,28,75735,543,4.2,3712,726.6852123415526,33,60.77,1750.9013627770998,2,185.40003330601633,43239
547,Brazil,Historical,EV stock,Cars,PHEV,2015,Vehicles,28,43356,211,9.11,4809,405.88,72,341.23,1849,7,81,13556
548,Brazil,Historical,EV sales,Vans,BEV,2015,Vehicles,3,43056,383.02359524356666,6.396800613850948,3362,707.36,33,93.22214220044506,1741,4.455583960757903,109,20014
549,Brazil,Historical,EV stock,Buses,BEV,2015,Vehicles,5,41053,205,7.28,2067.6465973137147,126.03,22,107.32,2299,4.552942303455694,116,57969
550,Brazil,Historical,EV stock,Buses,BEV,2016,Vehicles,5,49425,526,5.95,2406,506.22,35,66.54,2462,4.530684824778196,95,15090
551,Brazil,Historical,EV sales,Vans,BEV,2016,Vehicles,6,33266,462,9.87,897,165.77,69.42325181016187,167.7194168642501,2457,3,206,20787
